tieu_de,mo_ta,dien_tich_dat,dien_tich_su_dung,chieu_ngang,tong_so_tang,so_phong_ngu,loai_hinh,giay_to_phap_ly,tinh_trang_noi_that,huong_cua_chinh,dac_diem,dia_chi_cu,dia_chi_moi,gia_ban
"NHÀ GIÁ TỐT TT BÌNH THẠNH – CĂN GÓC THOÁNG - SÁT MT - 3,1 TỶ","🔥 NHÀ GIÁ TỐT TRUNG TÂM BÌNH THẠNH – CĂN GÓC THOÁNG – SÁT MẶT TIỀN XÔ VIẾT NGHỆ TĨNH – CHỈ 3.1 TỶ 🔥

📍 Đường Viết Nghệ Tĩnh, Phường 25 (Thạnh Mỹ Tây), Quận Bình Thạnh
💰 Giá bán: 3.1 Tỷ (thương lượng chính chủ)

📐 THÔNG TIN CHI TIẾT
 • Diện tích: 21m² (ngang 3.5m x dài 6.5m)
 • Kết cấu: 1 Trệt + 1 Lầu, nhà xây kiên cố
 • Hoàn công đầy đủ, pháp lý chuẩn, sổ hồng riêng
 • Công năng: 2Phòng ngủ rộng – 2 WC tiện lợi
 • Căn góc hiếm, có cửa hông thoáng, đón gió và ánh sáng tự nhiên, nhà luôn mát mẻ

📍 VỊ TRÍ & TIỆN ÍCH
 • Hẻm ba gác, cách mặt tiền Xô Viết Nghệ Tĩnh chỉ vài bước chân
 • Giao thông cực kỳ thuận tiện: đi Quận 1, Phú Nhuận, Thủ Đức, Bến xe Miền Đông, Landmark 81 nhanh chóng
 • Khu dân cư hiện hữu, an ninh, hàng xóm thân thiện
 • Xung quanh đầy đủ tiện ích: chợ, trường học các cấp, siêu thị, ngân hàng, bệnh viện, quán ăn – cà phê, không thiếu gì

💡 PHÙ HỢP
 • Gia đình trẻ mua ở trung tâm
 • Người đi làm khu Q1 – Bình Thạnh – Phú Nhuận
 • Mua đầu tư giữ tiền, cho thuê tốt khu Xô Viết Nghệ Tĩnh
 • Cải tạo lại theo nhu cầu cá nhân với chi phí thấp

✅ ƯU ĐIỂM NỔI BẬT
 • Giá cực tốt trong phân khúc nhà trung tâm Bình Thạnh
 • Căn góc hiếm – thông thoáng – phong thủy tốt
 • Pháp lý sạch, công chứng ngay
 • Khu vực thanh khoản cao, dễ mua bán lại

📞 Liên hệ xem nhà trực tiếp – làm việc chính chủ
👉 Nhà thật – giá thật – hỗ trợ pháp lý từ A–Z",21.0,17.110969090207846,2.6720778431774774,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong,hien_trang_khac,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,3.1
"Ngay chợ Bà Chiểu CC bán nhà đẹp chắc chắn 25m2_3 tầng_4,6 tỉ TL","Hẻm vào 3 gác rộng sạch, gần HXH , khu an ninh, yên tĩnh xung quanh tiện ích trường, chợ , siêu thị, bệnh viện, ủy ban... 
Kết cấu : 1 trệt 2 lầu._ Gồm: 3 phòng ngủ, 2 wc, phòng khách và bếp. , đã có nội thất cơ bản _ phù hợp khách mua về ở ngay, mua cho thuê giữ tiền _ Sổ hồng riêng, hoàn công đủ , gia chủ đang cho thuê giữ nhà, khách mua có thể tiếp tục hđ thuê hoặc lấy lại nhà
Lh ngay *** em Mến chuyên nhà phố quận Bình Thạnh và các quận lân cận đủ các phân khúc",25.0,26.014355907216753,4.166666666666667,2.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,nam,nha_no_hau,phuong_2_quan_binh_thanh,phuong_gia_dinh,4.6
NHÀ MỚI CHU VĂN AN – BÌNH THẠNH – 4 TẦNG - 40M2 - 6.x TỶ,"🏡 NHÀ MỚI CHU VĂN AN – BÌNH THẠNH

NGANG ĐẸP 4.7M – 1 TRỆT 3 LẦU SÂN THƯỢNG – HOÀN CÔNG ĐẦY ĐỦ – GIÁ 6.4 TỶ

🔹 THÔNG TIN TỔNG QUAN
 • Địa chỉ: Đường Chu Văn An, Quận Bình Thạnh, TP.HCM
 • Giá bán: 6.4 tỷ
 • Diện tích đất: 30m² (4.7 x 8m)
 • Kết cấu: 1 trệt + 3 lầu + sân thượng
 • Pháp lý: Sổ hồng riêng, sổ mới – hoàn công đầy đủ

🔹 VỊ TRÍ – TIỆN ÍCH

Nhà nằm trên trục Chu Văn An – Bình Thạnh, khu dân cư hiện hữu, an ninh tốt.
 • Kết nối nhanh Phan Văn Trị – Nơ Trang Long – Phan Đăng Lưu
 • Di chuyển thuận tiện sang Quận 1, Phú Nhuận, Gò Vấp
 • Gần chợ, trường học các cấp, siêu thị, ngân hàng, tiện ích đầy đủ xung quanh

🔹 HẺM – GIAO THÔNG
 • Hẻm ba gác, sạch sẽ, thông thoáng
 • Khu dân cư ổn định, yên tĩnh, phù hợp ở lâu dài

🔹 KẾT CẤU – CÔNG NĂNG
 • Nhà mới xây, thiết kế hiện đại, bố trí hợp lý
 • Gồm 3 phòng ngủ – 4 WC, mỗi tầng đều có WC riêng
 • Phòng khách rộng, bếp thông thoáng
 • Sân thượng thoáng mát, có thể trồng cây, làm khu sinh hoạt chung

🔹 NỘI THẤT
 • Nhà bán kèm nội thất như hình, chất lượng tốt
 • Khách mua vào ở ngay, không cần sửa chữa

🔹 PHÁP LÝ
 • Sổ hồng riêng, sổ mới đẹp
 • Hoàn công đầy đủ (hiện hồ sơ hoàn công đang hoàn tất)
 • Công chứng sang tên nhanh gọn

🔹 ĐÁNH GIÁ
 • Ngang 4.7m hiếm trong khu vực
 • Nhà mới, pháp lý rõ ràng
 • Phù hợp ở gia đình, hoặc cho thuê lâu dài giữ tiền
 • Mức giá 6.4 tỷ rất hợp lý so với mặt bằng khu Bình Thạnh

📞 Liên hệ xem nhà thực tế – làm việc trực tiếp, thiện chí!",40.0,140.168504901216,3.6878177829171546,4.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hien_trang_khac,phuong_12_quan_binh_thanh,phuong_binh_thanh,6.4
SIÊU PHẨM HOÀNG HOA THÁM – P GIA ĐỊNH- BÌNH THẠNH - 20M2 - 3.xTỶ TL.,"🌟 SIÊU PHẨM HOÀNG HOA THÁM – PHƯỜNG GIA ĐỊNH, BÌNH THẠNH

HẺM THÔNG – CÁCH XE HƠI 15M – NHÀ ĐẸP 3 TẦNG BTCT – FULL NỘI THẤT – CHỈ 3.98 TỶ

🔹 THÔNG TIN TỔNG QUAN
 • Địa chỉ: Đường Hoàng Hoa Thám, Phường Gia Định (P7 cũ), Quận Bình Thạnh
 • Giá bán: 3.98 tỷ (giá cực tốt khu trung tâm)
 • Diện tích đất: 19m² (3.8 x 5m) –
xây dựng kín đất
 • Diện tích sử dụng: ~60m²
 • Pháp lý: Sổ hồng riêng A4, hoàn công đầy đủ, công chứng ngay

🔹 VỊ TRÍ – TIỆN ÍCH

Nhà tọa lạc ngay đường Hoàng Hoa Thám, khu Gia Định – Bình Thạnh, vị trí cực kỳ hiếm trong tầm giá dưới 4 tỷ.
 • Khu VIP, kế bên trục Phan Đăng Lưu, di chuyển nhanh sang Quận 1 – Phú Nhuận – Quận 3
 • Xung quanh đầy đủ tiện ích: trường học các cấp, siêu thị, chợ, bệnh viện, ngân hàng
 • Khu dân cư hiện hữu, an ninh, dân trí cao
 • Không quy hoạch – không lộ giới

🔹 HẺM – GIAO THÔNG
 • Hẻm ba gác thông muôn nơi
 • Chỉ 15m ra hẻm xe hơi, khoảng 50m ra mặt tiền Hoàng Hoa Thám
 • Thuận tiện sinh hoạt, giao thông linh hoạt

🔹 KẾT CẤU – CÔNG NĂNG
 • Kết cấu: Trệt + 2 lầu BTCT kiên cố, nhà còn mới, vào ở ngay
 • Công năng:
 • 2 phòng ngủ rộng, thoáng
 • 3 WC riêng từng tầng
 • Phòng khách & bếp thiết kế mở, hiện đại
 • Ban công thoáng mát, đón gió và ánh sáng tự nhiên
 • Thiết kế thông minh, tối ưu diện tích sử dụng

🔹 NỘI THẤT

Tặng FULL nội thất cao cấp – sang xịn mịn:
Sofa, máy lạnh, tủ bếp, giường, nệm, tủ quần áo, máy giặt, chăn ga gối…
👉 Khách mua chỉ việc xách vali vào ở

🔹 GIÁ TRỊ & TIỀM NĂNG
 • Giá 3.98 tỷ cực hiếm cho nhà 3 tầng",20.0,55.26834660106354,2.6076809620810595,3.0,2.0,nha_ngo_hem,chua_xac_dinh,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_7_quan_binh_thanh,phuong_gia_dinh,3.98
HÀNG HIẾM - NHÀ ĐẸP 2 TẦNG HẺM XE HƠI -30m2-4.95tỷ,"🍀 HẠ GIÁ 300 TRIỆU BÁN NHANH 😊
+ HÀNG HIẾM - NHÀ ĐẸP 2 TẦNG HẺM XE HƠI ĐẾN TẬN CỬA ..
+ Nhà Phan Văn trị , phường 11 , Bình Thạnh, hẻm thông thương 
 + Diện tích: 5m x 6m Vuông Vức , diện tích đất thực tế 30m2 DTSD 59m2
 + Nhà 1 trệt, 1 lầu đúc ban công rộng 5m2, Gồm 3 phòng 2 toilet Tặng full nội thất cao cấp , đặc biệt có phòng ngủ dưới trệt cho người lớn tuổi ... 
+ Vị trí ngay trung tâm quận Bình Thạnh, gần trường học , chợ và siêu thị emart ... 
+ Giá chỉ còn : 4.950 tỷ TL 
+ Liên hệ xem nhà : Chị Hương",30.0,37.14358942847787,3.1937438845342623,2.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,4.95
Sát HXH đường Hoàng Hoa Thám nhà đẹp 3 tầng nội thất VIP 24m2_3.x tỉ,"Ngay Hoàng Hoa Thám, Phường Gia Định, Bình Thạnh. Khu Vip kế bên trục Phan Đăng Lưu, gần trường học các cấp, siêu thị, chợ, bệnh viện, ủy ban...
+ Hẻm ba gác thông muôn nơi, 15m ra hẻm xe hơi, cách mặt tiền chỉ 50m , thuận tiện di chuyển 
 Kết cấu: Trệt, 2 lầu đúc cứng Gồm 3PN, 2WC, PK & bếp mở, ban công thoáng mát , gia chủ trang bị đầy đủ nội thất , khách dọn về ở ngay
 ++ Sổ hồng vuông vức, hoàn công đủ , khu dân cư hiện hữu ko quy hoạch, lộ giới,nhà đẹp ,hiếm trong phân khúc chủ cần bán nhanh
Lh ngay *** em Mến chuyên nhà phố quận Bình Thạnh và các quận lân cận đủ các phân khúc",24.0,64.17173341807245,4.0,3.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,bac,nha_no_hau,phuong_7_quan_binh_thanh,phuong_gia_dinh,3.98
"Chỉ 4,5 tỷ sở hữu ngay nhà 43m2 Lê Quang Định, P7, BT. Xây 1trệt 2lầu","Chính chủ cần tiền xoay vốn.
Bán gấp nhà Lê Quang Định, Phường 7, Bình Thạnh.
Hẻm rộng 5m xe hơi ra vào thoải mái.
Nằm gần Chùa Hưng Gia tự, bán kính chỉ 200m.
Gần chợ, quán ăn, ngân hàng đầy đủ tiện ích.
Khu vực đông dân cư, đầy đủ tiện nghi.
Diện tích: 43m² 
Kết cấu: 1 trệt 2 lầu + sân thượng kiên cố.
Nhà gồm: Phòng khách, bếp, 3 phòng ngủ + 3WC.
Sổ hồng riêng, hoàn công đủ.
Giá bán: 4 tỷ 500
Hỗ trợ xem nhà liên hệ: Tường Vi",43.0,106.46282079886475,3.823610858861032,3.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hien_trang_khac,phuong_7_quan_binh_thanh,phuong_gia_dinh,4.5
"Chủ bán gấp nhà DT 45m, nhỉnh 6t, gần chợ Phan Văn Trị, Phường 11, BT","- Sát mặt tiền Mai Xuân Thưởng, khu Phan Văn Trị, tiếp giáp Phạm Văn Đồng, di chuyển 15 phút ra sân bay, liền kề Gò Vấp...
- Nhà 4 tầng, 4PN rộng rãi, xe hơi đổ cửa, hàng xóm nhà cao tầng, yên tĩnh, an ninh
- Đang có dòng tiền cho thuê ổn định tháng, mua về ở ngay, đầu tư cho thuê tiếp giữ dòng tiền
- Chủ thiện chí bán gấp giá chỉ nhỉnh 6t, TL
- Sổ riêng, pháp lý sạch, hoàn công đủ, mua bán công chứng trong ngày

Liên hệ em Thu xem nhà, thương lượng trao đổi trực tiếp chủ nhà",45.0,151.29773842247715,3.9115214431215892,4.0,4.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,6.85
"Bán nhà DT 48m, sát vách Quận 1, chỉ 5.xxxt, Phường 1, Bình Thạnh","- Nhà DT lớn 48m, hẻm thông thoáng, xe hơi con vào nhà, hẻm thông, sát vách Quận 1, tiện di chuyển qua Quận 3....
- Chủ bán gấp chỉ hơn 5t, DT ( 4x13), nhà vào ở luôn, hoặc xây sửa mới theo yêu cầu
- Gần chợ Bà Chiểu, khu ẩm thực Phan Xích Long, bệnh viện Gia Định...tiện ích xung quanh đầy đủ, ngay bờ kè Trường Sa tiện di chuyển Gò Vấp, Phú Nhuận, Tân Bình không lo kẹt xe
- Sổ riêng, pháp lý sạch, hoàn công đủ, mua bán công chứng trong ngày. 

Liên hệ em Thu xem nhà, thương lượng trao đổi trực tiếp chủ nhà",52.0,45.728992706918945,4.0,1.0,4.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay,hem_xe_hoi,phuong_1_quan_binh_thanh,phuong_gia_dinh,5.999
"5,1 × 9 NỞ HẬU CHỮ L 8,4M - NGUYỄN VĂN ĐẬU 3 TẦNG - nhỉnh 7 TỶ","🍀 NHÀ NỞ HẬU CHỮ L - HẺM XE TẢI VÀO NHÀ - ĐẶC BIỆT HẺM XE HƠI THÔNG 2 ĐẦU.
 NHÀ CHÍNH CHỦ XÂY KIÊN CỐ - HẺM NHỰA SẠCH SẼ.
 NHÀ CŨ PHÙ HỢP SỬA CHỮA CẢI TẠO HOẶC XÂY MỚI FULL NỘI THẤT.

🕌 5 phòng ngủ - 4 WC - Ban công thoáng mát.

🛵 Gần chợ Bà Chiểu - Bệnh viện Gia Định - E mart.

❄️ Sổ hồng riêng - Pháp lý chuẩn.",55.0,133.17298124989148,4.324349662087931,3.0,5.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,7.2
NHÀ ĐẸP 55M2- KTS THIẾT KẾ - BÙI ĐÌNH TUÝ - BÌNH THẠNH,"Nhà được KTS thiết kế, 2 tầng, 3PN 3WC . Hẻm xe hơi, tiện di chuyển ra trung tâm Q1, Phú Nhuận. 
Gần chợ, bệnh viện trường học, siêu thị,…
Sổ công chứng ngay.",55.0,92.78975703478355,4.324349662087931,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_nam,hem_xe_hoi,phuong_14_quan_binh_thanh,phuong_binh_thanh,6.5
Nhà 1/ Bùi Đình Túy p24 quận BT DT 52m2 1t1l3pn3wc giá 5tỷ 280tr SHR,"🔹 Diện tích 52m², nhà vuông vức, kết cấu 1 trệt 1 lầu – 3PN 3WC

🔹 Sổ hồng riêng, pháp lý chuẩn, mua bán công chứng ngay

🔹 Vị trí sát trung tâm, di chuyển nhanh Q.1 – Q.3 – Phú Nhuận

🔹 Phù hợp cho thuê hộ gia đình, chuyên gia, dòng tiền ổn định

💰 Giá bán: 5 tỷ 280 triệu

📌 Số lượng căn tương đương khu vực rất khan hiếm – ưu tiên khách thiện chí, tài chính sẵn.
Liên hệ e Hân ngay để xem nhà trực tiếp ạ",52.0,86.11221692202687,4.0,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_bac,hien_trang_khac,phuong_24_quan_binh_thanh,phuong_binh_thanh,5.28
🍀VÂN KIỀU AN CƯ🍀HXH 6M | 35M2 | LÊ QUANG ĐỊNH P.5– 3 TẦNG BTCT,"🍀 VÂN KIỀU AN CƯ 🍀
🔥 HXH 6M LÊ QUANG ĐỊNH P.5 (BÌNH LỢI TRUNG) – 3 TẦNG BTCT 🔥

📍 Vị trí trung tâm Bình Thạnh, khu dân cư ổn định – hẻm xe hơi thông Lê Quang Định ↔ Trần Bình Trọng, di chuyển nhanh Q.1 – Phú Nhuận.

🔹 Thông số nhanh:
 • Diện tích: 3.1 x 13m – CN 35m²
 • Kết cấu: 1 trệt + 1 lửng + 1 lầu (BTCT)
 • Công năng: 3 PN – 2 WC – sân để xe – ban công thoáng
 • Hẻm trước nhà 6m, xe hơi tới nhà

🔹 Mô tả chi tiết:
 • Nhà xây kiên cố, kết cấu chắc chắn, phù hợp sửa nhẹ theo gu riêng
 • Không gian thoáng, ban công rộng, ở rất thoải mái
 • Khu vực an ninh, dân trí cao, tiện ích xung quanh đầy đủ
 • Sổ hồng riêng – hoàn công đủ – không quy hoạch – không lộ giới

💰 Giá chốt: 5.69 tỷ (còn thương lượng)",35.0,88.65604716484694,2.6923076923076925,3.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong,hem_xe_hoi,phuong_5_quan_binh_thanh,phuong_binh_loi_trung,5.69
"Bán nhà hẻm 1 sẹc DT 29m2 ở Vũ Tùng, P2, Bình Thạnh giá chỉ 2tỷ650tr.","Vị trí nằm gần Chợ Bà Chiểu và Phòng Tài Nguyên và Môi Trường Quận Bình Thạnh. Gần chợ, trường học, bệnh viện di chuyển thuận tiện ra trung tâm
- Diện tích: 29m2 (4x7m)
- Kết cấu: 1 trệt 1 lầu, 2 phòng ngủ và 2WC
- Hẻm 1/ rộng 5m xe hơi vào thoải mái, đi thẳng ra Chợ Bà Chiểu.
- Giá: 2tỷ950tr
- Sổ hồng riêng chính chủ.
- Ngân hàng cho vay tối đa 70% giá trị căn nhà
Liên hệ ngay: *** (Nhi)",29.0,34.91774272422566,4.142857142857143,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,nam,hem_xe_hoi,phuong_2_quan_binh_thanh,phuong_gia_dinh,2.95
🍀VÂN KIỀU AN CƯ🍀NGAY HÀNG XANH | 48M2 | 3 TẦNG BTCT - FULL NỘI THẤT,"🍀 VÂN KIỀU AN CƯ 🍀
🔥 VIP BÌNH THẠNH – NGAY HÀNG XANH – KHU ĐƯỜNG D 🔥
🌹 NHÀ MỚI – 3 TẦNG BTCT – XE HƠI CÁCH NHÀ 10M 🌹

📐 Thông số nhanh:
• Diện tích: 48m²
• Kết cấu: 1 trệt + 1 lửng + 1 lầu
• Công năng: 4PN – 3WC
• Giá: 5.68 TỶ

📌 Mô tả chi tiết:
 • Vị trí cực đẹp, ngay Xô Viết Nghệ Tĩnh – Hàng Xanh, trung tâm Bình Thạnh (phường 25 cũ).
 • Hẻm an ninh, xe hơi cách nhà chỉ 10m, thông khu đường D.
 • Nhà mới, nội thất đầy đủ, dọn vào ở ngay.
 • Khu vực tiện ích đầy đủ: chợ, siêu thị, ngân hàng, ăn uống.
 • Gần loạt ĐH lớn: HUTECH – Hồng Bàng – UEF – GTVT – Ngoại Thương.
 • Sổ hồng riêng, pháp lý sạch, công chứng mua bán ngay.

💰 Giá chốt: 5.68 TỶ (còn thương lượng)

📞 Liên hệ:
☎️ Alo Vân Kiều An Cư
🔑 Nguồn chính chủ – hỗ trợ xem nhà nhanh",48.0,117.5920543201259,4.039801975344831,3.0,4.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,bac,hem_xe_hoi,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,5.68
🍀VÂN KIỀU AN CƯ🍀NHÀ 3 TẦNG – VŨ TÙNG – BÌNH THẠNH | 25M2 |Ở NGAY,"🍀 VÂN KIỀU AN CƯ 🍀
🌺 NHÀ 3 TẦNG – VŨ TÙNG – BÌNH THẠNH - 25M2 – Ở NGAY – DÒNG TIỀN SẴN 🔥

📐 Diện tích: 25m² (ngang 3.6m)
🏗 Kết cấu: 1 trệt + 2 lầu BTCT
🛏 Công năng: 2 Phòng ngủ – 2 WC – Phòng khách – Bếp
🚗 Hẻm: Sạch sẽ, yên tĩnh, dân trí cao

📍 Vị trí:
 • Gần chợ, trường học các cấp
 • Kết nối nhanh trung tâm Quận 1 – Phú Nhuận – Gò Vấp
 • Phù hợp ở gia đình trẻ hoặc đầu tư cho thuê

💼 Khai thác:
 • Đang cho thuê 9 triệu/tháng, dòng tiền ổn định

📜 Pháp lý:
 • Sổ hồng riêng
 • Công chứng sang tên trong ngày

💰 Giá chốt: 4.6 TỶ – thương lượng chính chủ

📞 Liên hệ: ***8 – Vân Kiều An Cư
#VanKieuAnCu #NhaBinhThanh #NhaDuoi5Ty #VuTung #Nha3Tang #DauTuChoThue",25.0,66.39758012232468,2.9154759474226504,3.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,nam,hem_xe_hoi,phuong_17_quan_binh_thanh,phuong_gia_dinh,4.6
💥3 TẦNG - 25M2 - VŨ TÙNG - BÌNH THẠNH - 4.6 TỶ,"💥3 TẦNG - 25M2 - VŨ TÙNG - BÌNH THẠNH - 4.6 TỶ

🍀Mô tả:
_ Kết cấu : 1 trệt 2 lầu.
_ Gồm: 2 phòng ngủ, 2 wc, phòng khách và bếp.
_ Vị trí: Gần chợ, Trường học các cấp, thuận lợi di chuyển trung tâm Sài Gòn.
_ Sổ hồng riêng, công chứng trong ngày.",25.0,66.39758012232468,2.9154759474226504,3.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,tay_bac,hien_trang_khac,phuong_2_quan_binh_thanh,phuong_gia_dinh,4.6
"HẺM Ô TÔ TRÁNH, NGÔ ĐỨC KẾ BÌNH THẠNH, 5 TẦNG, 3PN","• Vị trí: Đường Ngô Đức Kế, P12 Quận Bình Thạnh 
• Diện tích: 30m2 (4.4m x 7m), sổ hồng riêng
• Kết cấu: Trệt, 4 lầu, có sân thượng , 3 phòng ngủ, 4 vệ sinh 
• Tặng toàn bộ nội thất như hình 
• Hẻm gần 6m, ô tô tránh, xe đậu đỗ ngày đêm
• Pháp lý sạch, hoàn công đủ, công chứng ngay",30.0,158.29326207380166,4.285714285714286,5.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_nam,hem_xe_hoi,phuong_12_quan_binh_thanh,phuong_binh_thanh,7.7
"Gấp bán nhà bình thạnh, sổ hồng riêng, gần hàng xanh","Bán nhà 1 trệt 2 lầu – hẻm xe hơi đường xô viết nghệ tĩnh, bình thạnh – 56m² – nhinh6T
 kết cấu 1 trệt 2 lầu, 3PN 3WC
Hẻm xe hơi 5m, cách mặt tiền 30m
Khu dân trí cao, yên tĩnh, gần chợ & trường học
Sổ hồng riêng, hoàn công đủ, mua bán nhanh",56.0,135.3988279541437,4.0,3.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_nam,hem_xe_hoi,phuong_17_quan_binh_thanh,phuong_gia_dinh,6.8
"HIẾM-CHỈ 1,8TỶ-ĐIỆN BIÊN PHỦ-19M2-2 TẦNG HOÀN CÔNG ĐỦ-KO CÓ CĂN THỨ 2","HIẾM-CHỈ 1,8TỶ-ĐIỆN BIÊN PHỦ-19M2-2 TẦNG HOÀN CÔNG ĐỦ-KO CÓ CĂN THỨ 2(KẸT TIỀN CUỐI NĂM CHỈ BÁN TRONG THÁNG NÀY GIÁ HOT VẬY)
-2 TẦNG-HOÀN CÔNG-ĐANG CHO THUÊ 5 TRIỆU/THÁNG
-GẦN VÒNG XOAY HÀNG XANH RA Q1 3P-Q2 1 CÂY CẦU.TIỆN ÍCH XUNG QUANH ĐẦY ĐỦ
HẺM AN NINH-SẠCH SẼ
LH *** THƯƠNG LƯỢNG",19.0,12.659275681703377,2.541653005427767,2.0,1.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay,hien_trang_khac,phuong_17_quan_binh_thanh,phuong_gia_dinh,1.8
Chỉ 100tr/M khu vip BìnhThạnh Ngay Điện Biên Phủ Bình Thạnh Sát quận1,"Chỉ 100tr /M khu vip Bình Thạnh , Ngay Điện Biên Phủ Sát quận 1, Thích Hợp xây mới hoặc làm CHDV giử Tiền chỉ 5,4 Tỷ

DT 47M2 4 X13M 

Ngay 5 Trường ĐH Lớn Hutech ,Hồng Bàng, Ngoại Thương, GTVT , Tài Chính

A.C call và kết bạn ZALO # *** TRANG TRẦN",47.0,74.98298340076573,3.6153846153846154,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,bac,hien_trang_khac,phuong_19_quan_binh_thanh,phuong_thanh_my_tay,5.4
"Sát mặt tiền Xô Viết Nghệ Tĩnh hẻm rộng nhà 2 tầng 20m2_3,1 tỉ TL","Hẻm ba gác rộng sạch sát mặt tiền đường Xô Viết Nghệ Tĩnh ngay ngã Tư Hàng Xanh di chuyển thuận tiện Phú Nhuận, Q1 , Thủ Đức.. 
+ Dt : 3.5m x 6m ( 21m2 )+ Trệt lầu hoàn công có 2pn 2vs+ Căn góc có cửa hông thông thoáng , phù hợp khách mua về ở ngay, mua cho thuê giữ tiền ...
Sổ hồng riêng hoàn công đủ, chủ cần bán nhanh trong tháng 
Lh ngay *** em Mến để xem nhà và trao đổi trực tiếp chính chủ",20.0,14.885122385955611,3.3333333333333335,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,tay,nha_no_hau,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,3.1
"""Hot"" nhà đẹp 4 tầng 64m2, hẻm xe hơi, gần Hàng Xanh","Hot nhà đẹp 4 tầng 64m² trung tâm Bình Thạnh - hẻm xe hơi - gần Hàng Xanh, công viên trường học, bệnh viện, chợ, tiện đi Quận 1 & Phú Nhuận.
Vị trí: Hẻm xe hơi, phường 2, Quận Bình Thạnh.
Kết cấu:
Hẻm xe hơi.
Phòng khách, phòng thờ, máy giặt, sân phơi, bếp, kho, ban công thoáng mát, khu dân trí.
Gần bệnh viện, trường học, siêu thị, gần chợ, bệnh viện, giáp Quận 1, Gò Vấp, giáp Phú Nhuận, thuận tiện di chuyển.
Thông tin thật, nhà thật, giá chính chủ.
Pháp lý: Nhà sổ đẹp, không lộ giới, không quy hoạch, không đường đâm, phong thủy tốt.
Nhà gần các đường huyết mạch của Quận Bình Thạnh - Phú Nhuận - Gò Vấp: Phạm Văn Đồng, Quang Trung, Lê Đức Thọ, Lê Văn Thọ, Phan Huy Ích, Nguyễn Văn Khối, Phạm Văn Chiêu, Phan Văn Trị, Phan Đăng Lưu, Nơ Trang Long, Chu Văn An, Nguyễn Văn Đậu, Bạch Đằng, Nguyễn Văn Trỗi, Phan Đình Phùng, Phan Xích Long, Lê Văn Sỹ, Huỳnh Văn Bánh, Nguyễn Trọng Tuyển, Trần Huy Liệu, Trường Sa, Trần Kế Xương,...
LH: Mr. Thiện để được hỗ trợ xem nhà.",64.0,193.58882580326946,4.2,4.0,4.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong,hem_xe_hoi,phuong_2_quan_binh_thanh,phuong_gia_dinh,6.8
